time (UTC),feature_type_instance,latitude (degrees_north),longitude (degrees_east),crs,platform,depth (m),acceleration_x,acceleration_y,acceleration_z,avg_wind_u,avg_wind_v,avg_wind_w,buoyancy_flux,dcl_date_time_string (1),heading,max_acc_x,max_acc_y,max_acc_z,max_heading,max_pitch,max_rate_x,max_rate_y,max_rate_z,max_roll,max_speed_of_sound,max_wind_u,max_wind_v,max_wind_w,min_acc_x,min_acc_y,min_acc_z,min_heading,min_pitch,min_rate_x,min_rate_y,min_rate_z,min_roll,min_speed_of_sound,min_wind_u,min_wind_v,min_wind_w,momentum_flux_uw,momentum_flux_vw,pitch,processing_version,rate_x,rate_y,rate_z,roll,speed_of_sound,start_time,status,std_acc_x,std_acc_y,std_acc_z,std_heading,std_pitch,std_rate_x,std_rate_y,std_rate_z,std_roll,std_speed_of_sound,std_u_corrected,std_v_corrected,std_w_corrected,std_wind_u,std_wind_v,std_wind_w,u_corrected,v_corrected,w_corrected,wave_motion,wind_speed,deploy_id (1)
2024-06-11 03:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.04,0.99,-2.51,5.16,0.67,-0.12,2024/06/11 03:21:57.899,4.43,0.59,0.61,1.39,-0.83,0.15,0.39,0.35,0.15,0.15,9.8,5.65,12.06,2.98,-0.55,-0.66,0.67,-2.74,-0.21,-0.38,-0.32,-0.16,-0.25,-1.59,-8.46,-1.13,-1.69,-0.29,0.1,-0.02,4.0,0.0,0.0,0.02,-0.03,4.0,163.133329,1,0.17,0.17,0.1,0.35,0.05,0.1,0.1,0.05,0.05,1.52,0.76,0.53,0.34,2.36,1.72,0.59,6.18,1.07,0.38,2.99,6.29,D0011
2024-06-11 04:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.03,0.99,-1.22,4.15,0.47,-0.04,2024/06/11 04:21:57.755,4.01,0.65,0.61,1.32,3.14,0.2,0.37,0.37,0.16,0.17,10.13,6.1,10.16,2.63,-0.58,-0.65,0.64,-3.14,-0.21,-0.36,-0.36,-0.13,-0.28,-1.69,-7.22,-1.99,-1.66,-0.17,0.02,-0.02,4.0,0.0,0.0,0.02,-0.03,4.02,163.174995,1,0.16,0.16,0.09,0.44,0.05,0.1,0.09,0.05,0.05,1.53,0.62,0.58,0.25,2.51,1.58,0.54,4.61,-2.07,0.31,2.93,5.06,D0011
2024-06-11 05:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.03,0.99,-0.72,3.64,0.45,-0.0,2024/06/11 05:21:58.045,4.14,0.52,0.52,1.31,3.14,0.15,0.33,0.31,0.19,0.22,3.95,6.16,7.94,1.91,-0.52,-0.6,0.68,-3.14,-0.2,-0.34,-0.35,-0.14,-0.18,2.95,-7.29,-2.09,-1.23,-0.02,0.01,-0.01,4.0,0.0,0.0,0.01,-0.02,3.46,163.216662,1,0.15,0.15,0.09,0.53,0.05,0.09,0.09,0.06,0.05,0.19,0.49,0.61,0.13,2.74,1.48,0.44,4.31,-1.67,0.32,2.83,4.64,D0011
2024-06-11 06:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.04,0.99,-1.26,3.67,0.48,-0.03,2024/06/11 06:21:57.447,4.16,0.55,0.44,1.33,-1.11,0.15,0.24,0.33,0.16,0.1,9.9,4.94,8.94,2.52,-0.51,-0.44,0.69,-3.11,-0.19,-0.28,-0.28,-0.14,-0.17,-3.26,-5.95,-1.56,-1.5,-0.2,0.04,-0.01,4.0,0.0,0.0,0.02,-0.03,3.5,163.258329,1,0.14,0.13,0.09,0.38,0.05,0.08,0.09,0.04,0.04,1.68,0.63,0.37,0.25,1.98,1.34,0.51,4.25,-0.94,0.33,2.71,4.37,D0011
2024-06-11 07:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.04,0.99,-1.48,4.46,0.54,-0.05,2024/06/11 07:21:57.856,4.33,0.51,0.46,1.32,3.14,0.14,0.29,0.29,0.2,0.14,7.54,5.33,10.55,2.2,-0.53,-0.53,0.69,-3.14,-0.19,-0.28,-0.3,-0.17,-0.18,0.22,-7.39,-1.56,-1.28,-0.11,0.03,-0.01,4.0,0.0,0.0,0.02,-0.03,3.75,163.299995,1,0.14,0.13,0.08,0.4,0.04,0.08,0.08,0.05,0.04,1.05,0.59,0.41,0.18,2.23,1.56,0.46,5.3,-0.27,0.35,2.59,5.31,D0011
2024-06-11 08:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.04,0.99,-1.94,4.62,0.62,-0.02,2024/06/11 08:21:57.543,4.26,0.51,0.44,1.3,-1.04,0.17,0.26,0.28,0.16,0.12,5.72,4.64,10.51,2.42,-0.53,-0.56,0.65,-3.04,-0.17,-0.25,-0.33,-0.12,-0.17,0.85,-7.28,-0.94,-1.07,-0.06,0.02,-0.02,4.0,0.0,0.0,0.01,-0.03,3.18,163.341662,1,0.14,0.14,0.09,0.36,0.04,0.08,0.08,0.04,0.04,0.84,0.51,0.43,0.14,2.21,1.45,0.46,5.53,-0.29,0.4,2.58,5.55,D0011
2024-06-11 09:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.04,0.99,-1.66,5.33,0.58,-0.14,2024/06/11 09:21:57.064,4.22,0.49,0.48,1.26,-1.22,0.14,0.25,0.29,0.14,0.1,8.64,4.56,11.64,2.86,-0.43,-0.49,0.68,-3.1,-0.15,-0.29,-0.28,-0.11,-0.17,-2.73,-7.68,-0.87,-1.74,-0.4,0.1,-0.02,4.0,0.0,0.0,0.01,-0.03,2.86,163.383329,1,0.13,0.13,0.09,0.34,0.04,0.08,0.08,0.04,0.04,1.48,0.91,0.48,0.38,2.35,1.57,0.58,5.99,-1.17,0.32,2.58,6.11,D0011
2024-06-11 10:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.04,0.99,-1.13,5.7,0.68,-0.01,2024/06/11 10:21:57.741,4.04,0.58,0.47,1.36,-1.33,0.2,0.29,0.35,0.18,0.13,5.38,6.63,9.24,2.58,-0.56,-0.56,0.69,-3.13,-0.2,-0.3,-0.35,-0.12,-0.18,3.74,-8.2,1.07,-1.28,-0.04,0.01,-0.02,4.0,0.0,0.0,0.02,-0.03,4.48,163.424995,1,0.15,0.14,0.09,0.32,0.05,0.08,0.09,0.04,0.04,0.25,0.52,0.47,0.14,2.43,1.19,0.51,5.6,-2.91,0.41,2.43,6.32,D0011
2024-06-11 11:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.04,0.99,-1.32,4.74,0.58,-0.0,2024/06/11 11:21:57.608,4.07,0.51,0.47,1.3,3.14,0.15,0.31,0.33,0.18,0.14,5.39,5.4,8.21,2.18,-0.49,-0.55,0.64,-3.14,-0.23,-0.35,-0.32,-0.11,-0.21,3.95,-7.49,-1.05,-1.24,-0.03,0.0,-0.01,4.0,0.0,0.0,0.02,-0.03,4.73,163.466662,1,0.14,0.15,0.09,0.39,0.04,0.09,0.08,0.05,0.05,0.22,0.45,0.46,0.12,2.39,1.53,0.46,5.17,-2.01,0.36,2.52,5.56,D0011
2024-06-11 12:21:56+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.04,0.99,-1.44,4.94,0.65,-0.39,2024/06/11 12:21:56.993,4.12,0.57,0.56,1.3,3.14,0.16,0.37,0.35,0.18,0.21,10.93,5.88,11.6,3.08,-0.57,-0.62,0.63,-3.14,-0.22,-0.36,-0.34,-0.11,-0.33,-2.73,-7.9,-1.43,-1.83,-0.37,0.12,-0.01,4.0,0.0,0.0,0.02,-0.03,3.77,163.508329,1,0.15,0.16,0.1,0.35,0.05,0.09,0.09,0.04,0.05,1.82,0.84,0.57,0.39,2.29,1.63,0.62,5.4,-1.66,0.42,2.6,5.66,D0011
2024-06-11 13:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.04,0.99,-1.38,5.09,0.5,0.0,2024/06/11 13:21:57.741,3.95,0.49,0.46,1.33,3.14,0.11,0.29,0.3,0.17,0.1,12.3,5.43,11.49,2.97,-0.51,-0.54,0.63,-3.14,-0.18,-0.28,-0.27,-0.1,-0.18,-1.42,-7.3,-0.68,-2.05,-0.52,0.11,-0.02,4.0,0.0,0.0,0.02,-0.03,5.11,163.549995,1,0.15,0.15,0.09,0.32,0.04,0.09,0.08,0.04,0.05,1.88,0.98,0.49,0.45,2.17,1.61,0.65,5.05,-2.69,0.26,2.31,5.72,D0011
2024-06-11 14:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.04,0.99,-1.37,4.33,0.25,0.19,2024/06/11 14:21:57.739,4.02,0.49,0.48,1.28,3.14,0.14,0.31,0.29,0.15,0.11,7.5,4.92,11.25,2.91,-0.49,-0.5,0.65,-3.14,-0.18,-0.28,-0.29,-0.14,-0.19,-3.02,-6.07,-2.72,-2.47,-0.78,0.24,-0.01,4.0,0.0,0.0,0.02,-0.03,2.05,163.591662,1,0.13,0.13,0.09,0.35,0.04,0.08,0.08,0.04,0.04,1.64,1.18,0.47,0.61,1.85,1.8,0.7,4.61,-1.75,0.05,2.1,4.94,D0011
2024-06-11 15:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.03,-0.03,0.99,-1.33,2.92,0.54,-0.01,2024/06/11 15:21:57.859,3.87,0.57,0.44,1.28,3.14,0.18,0.29,0.34,0.16,0.13,9.27,5.15,7.66,2.57,-0.52,-0.44,0.71,-3.14,-0.23,-0.28,-0.33,-0.15,-0.19,-4.97,-7.39,-2.07,-1.57,-0.22,0.04,-0.01,4.0,0.0,0.0,0.02,-0.02,3.0,163.633329,1,0.14,0.12,0.08,0.43,0.04,0.07,0.08,0.04,0.04,2.0,0.64,0.43,0.26,1.91,1.3,0.52,3.41,-1.55,0.42,2.18,3.77,D0011
2024-06-11 16:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.02,-0.03,0.99,-1.08,3.23,0.4,-0.01,2024/06/11 16:21:57.247,4.05,0.51,0.42,1.24,3.14,0.15,0.27,0.28,0.14,0.11,3.78,5.99,6.33,1.73,-0.42,-0.47,0.74,-3.14,-0.15,-0.27,-0.27,-0.12,-0.15,2.73,-5.81,-2.19,-0.79,-0.02,0.01,-0.01,4.0,0.0,0.0,0.02,-0.02,3.4,163.674995,1,0.13,0.12,0.08,0.48,0.04,0.07,0.08,0.04,0.04,0.17,0.39,0.35,0.09,1.95,1.41,0.36,3.81,-1.32,0.27,2.12,4.04,D0011
2024-06-11 17:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.02,-0.03,0.99,-1.49,2.42,0.34,-0.0,2024/06/11 17:21:57.961,3.89,0.46,0.37,1.27,3.14,0.12,0.26,0.27,0.17,0.1,4.89,4.15,6.15,1.6,-0.43,-0.48,0.73,-3.14,-0.15,-0.23,-0.27,-0.11,-0.16,4.37,-5.78,-2.01,-0.96,-0.01,-0.0,-0.01,4.0,0.0,0.0,0.02,-0.02,4.64,163.716662,1,0.13,0.12,0.08,0.47,0.04,0.07,0.08,0.04,0.04,0.09,0.3,0.31,0.09,1.85,1.27,0.35,3.32,-0.93,0.23,2.15,3.45,D0011
2024-06-11 18:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.02,-0.03,0.99,-1.46,2.06,0.29,-0.0,2024/06/11 18:21:57.743,4.1,0.39,0.44,1.23,3.14,0.13,0.3,0.24,0.14,0.13,4.71,3.58,5.32,1.5,-0.39,-0.53,0.75,-3.14,-0.14,-0.28,-0.23,-0.12,-0.17,4.07,-5.45,-3.77,-1.07,-0.01,-0.0,-0.01,4.0,0.0,0.0,0.01,-0.02,4.26,163.758329,1,0.12,0.12,0.08,0.55,0.04,0.08,0.07,0.04,0.04,0.14,0.31,0.3,0.09,1.63,1.55,0.35,3.22,0.03,0.2,2.2,3.22,D0011
2024-06-11 19:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.02,-0.03,1.0,-1.37,1.8,0.29,-0.01,2024/06/11 19:21:57.420,4.16,0.46,0.41,1.28,3.14,0.14,0.24,0.27,0.14,0.12,4.86,4.15,8.63,1.82,-0.42,-0.42,0.75,-3.14,-0.17,-0.25,-0.25,-0.15,-0.15,-7.86,-5.06,-4.25,-1.24,-0.08,0.05,-0.01,4.0,0.0,0.0,0.02,-0.02,-1.73,163.799995,1,0.11,0.11,0.07,0.66,0.04,0.07,0.07,0.04,0.04,1.76,0.49,0.42,0.16,1.78,1.66,0.38,3.12,0.31,0.21,2.22,3.14,D0011
2024-06-11 20:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.02,-0.03,1.0,-0.47,1.17,0.18,0.0,2024/06/11 20:21:57.331,4.62,0.47,0.4,1.21,3.14,0.14,0.24,0.27,0.19,0.11,6.57,4.02,7.07,1.47,-0.41,-0.47,0.77,-3.14,-0.14,-0.24,-0.25,-0.13,-0.14,-3.85,-4.21,-3.64,-1.09,-0.03,0.0,-0.01,4.0,0.0,0.0,0.02,-0.02,1.04,163.841662,1,0.11,0.11,0.07,0.91,0.04,0.07,0.07,0.05,0.04,1.56,0.37,0.2,0.1,1.47,1.42,0.33,1.98,0.88,0.15,1.97,2.17,D0011
2024-06-11 21:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.02,-0.03,1.0,-0.95,0.92,0.17,-0.0,2024/06/11 21:21:57.126,4.49,0.44,0.35,1.23,3.14,0.14,0.25,0.24,0.15,0.12,4.73,3.44,5.69,1.31,-0.41,-0.43,0.76,-3.14,-0.15,-0.25,-0.26,-0.12,-0.15,-1.98,-4.11,-3.1,-1.06,-0.0,-0.0,-0.01,4.0,0.0,0.0,0.02,-0.02,1.3,163.883329,1,0.11,0.11,0.07,0.8,0.04,0.06,0.07,0.04,0.03,1.05,0.24,0.13,0.08,1.21,1.21,0.31,1.6,1.14,0.14,2.05,1.97,D0011
2024-06-11 22:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.02,-0.03,1.0,-0.42,1.29,0.17,-0.01,2024/06/11 22:21:57.571,4.85,0.46,0.32,1.22,1.4,0.13,0.24,0.26,0.15,0.11,7.04,4.2,4.97,1.35,-0.41,-0.42,0.78,-2.73,-0.14,-0.23,-0.26,-0.1,-0.14,-1.72,-3.52,-2.27,-0.97,-0.01,0.0,-0.01,4.0,0.0,0.0,0.02,-0.02,3.05,163.924995,1,0.11,0.11,0.07,0.88,0.04,0.06,0.07,0.04,0.03,1.46,0.25,0.13,0.08,1.39,0.92,0.31,1.68,0.96,0.14,2.15,1.94,D0011
2024-06-11 23:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.02,-0.03,1.0,-0.44,1.29,0.18,0.0,2024/06/11 23:21:57.011,4.94,0.46,0.43,1.28,1.18,0.12,0.26,0.24,0.13,0.12,6.8,3.33,4.92,1.47,-0.39,-0.45,0.74,-3.03,-0.13,-0.24,-0.21,-0.1,-0.17,1.02,-3.89,-2.53,-0.93,0.0,0.0,-0.01,4.0,0.0,0.0,0.02,-0.02,3.4,163.966662,1,0.11,0.12,0.07,0.8,0.04,0.07,0.07,0.04,0.04,1.3,0.21,0.1,0.09,1.3,0.99,0.32,1.57,1.1,0.14,2.21,1.93,D0011
